id,CAD_Number,Call Type,Date,Address,City,State,Latitude,Longitude,Zone,Responding Officer
7964,7964,Traffic,10/29/2022 18:40,417 3rd Hill,Carson City,Nevada,39.1678,-119.7764,Z3,Scott
7965,7965,Property Crime,5/17/2020 1:28,48 Clemons Court,Las Vegas,Nevada,35.9279,-114.9721,Z6,Richardson
7966,7966,Alarm,10/10/2020 2:39,6532 Evergreen Parkway,Reno,Nevada,39.7699,-119.6027,Z4,Davis
7967,7967,Property Crime,12/25/2019 0:48,0536 Hazelcrest Place,Las Vegas,Nevada,35.9279,-114.9721,Z3,Wood
7968,7968,Alarm,9/29/2019 1:17,3 Ramsey Plaza,North Las Vegas,Nevada,35.9279,-114.9721,Z3,Edwards
7969,7969,Welfare Check,2/21/2021 18:13,7374 Evergreen Court,Las Vegas,Nevada,36.086,-115.1471,Z2,Bailey
7970,7970,Welfare Check,2/10/2020 12:53,8 North Terrace,Henderson,Nevada,36.0119,-115.0433,Z5,Morgan
7971,7971,Alarm,8/15/2022 1:27,73 Gerald Pass,Reno,Nevada,39.4814,-119.8591,Z8,Hall
7972,7972,Property Crime,7/24/2021 10:34,87 John Wall Crossing,Henderson,Nevada,36.0384,-115.0857,Z1,Stewart
7973,7973,Traffic,7/10/2020 0:38,46319 Schlimgen Road,Las Vegas,Nevada,35.9279,-114.9721,Z6,Baker
7974,7974,Alarm,5/16/2024 10:52,293 Walton Parkway,Las Vegas,Nevada,36.0914,-115.0885,Z3,Richardson
7975,7975,Traffic,9/5/2024 21:02,003 Morningstar Crossing,Las Vegas,Nevada,35.9279,-114.9721,Z8,Davis
7976,7976,Violent Crime,5/25/2022 21:16,81865 Anderson Street,Las Vegas,Nevada,35.9279,-114.9721,Z7,Collins
7977,7977,Alarm,4/19/2024 2:24,5 Kenwood Circle,Las Vegas,Nevada,36.2158,-115.0671,Z7,Harris
7978,7978,Alarm,3/21/2020 20:40,64301 Vermont Center,North Las Vegas,Nevada,36.2204,-115.1458,Z5,Robinson
7979,7979,Welfare Check,9/10/2023 23:30,8062 Ohio Trail,Reno,Nevada,39.5224,-119.8353,Z8,Sanchez
7980,7980,Welfare Check,11/3/2023 13:27,63963 Corry Parkway,Las Vegas,Nevada,36.0914,-115.0885,Z4,Parker
7981,7981,Traffic,9/24/2023 14:00,1 Ridgeway Avenue,Las Vegas,Nevada,36.086,-115.1471,Z4,Harris
7982,7982,Alarm,5/30/2020 13:15,0266 Anhalt Center,Las Vegas,Nevada,36.173,-115.0669,Z2,Thomas
7983,7983,Welfare Check,2/7/2020 20:59,4578 Troy Circle,Reno,Nevada,39.5387,-119.8225,Z8,Robinson
7984,7984,Property Crime,8/24/2023 6:35,2042 Pennsylvania Road,Reno,Nevada,40.5412,-119.5869,Z7,Smith
7985,7985,Alarm,11/12/2024 14:47,83037 Center Hill,Las Vegas,Nevada,36.086,-115.1471,Z6,Brooks
7986,7986,Alarm,7/21/2023 10:44,7865 Melvin Drive,Las Vegas,Nevada,36.0914,-115.0885,Z3,Bell
7987,7987,Traffic,3/10/2023 20:09,581 Nova Crossing,Las Vegas,Nevada,36.173,-115.0669,Z8,Peterson
7988,7988,Traffic,10/3/2023 15:43,97 Oakridge Avenue,Henderson,Nevada,36.0119,-115.0433,Z5,Wood
7989,7989,Violent Crime,8/24/2021 15:20,65101 Eastwood Junction,Las Vegas,Nevada,35.9977,-115.2861,Z2,Clark
7990,7990,Violent Crime,2/16/2023 7:13,72577 Gerald Lane,Las Vegas,Nevada,35.9279,-114.9721,Z8,Roberts
7991,7991,Property Crime,4/5/2020 15:03,42 Havey Alley,Carson City,Nevada,39.1678,-119.7764,Z6,Morgan
7992,7992,Alarm,10/20/2021 13:32,33363 Kensington Avenue,Las Vegas,Nevada,35.9977,-115.2861,Z8,Bailey
7993,7993,Traffic,8/19/2023 6:22,63285 Leroy Center,Las Vegas,Nevada,36.3265,-115.3398,Z4,Phillips
7994,7994,Violent Crime,7/14/2020 5:36,20 Caliangt Junction,Carson City,Nevada,39.1678,-119.7764,Z7,Murphy
7995,7995,Alarm,12/26/2022 20:59,00 Coolidge Road,Las Vegas,Nevada,36.1378,-115.3261,Z8,Thompson
7996,7996,Traffic,3/12/2024 21:48,629 Esch Circle,Reno,Nevada,39.7699,-119.6027,Z3,Bailey
7997,7997,Property Crime,12/3/2020 3:40,99 Donald Place,Las Vegas,Nevada,36.2471,-115.221,Z6,Cox
7998,7998,Alarm,7/25/2023 6:51,4174 Bunker Hill Circle,Henderson,Nevada,36.0384,-115.0857,Z2,Gray
7999,7999,Welfare Check,6/13/2024 23:30,29 Mendota Place,Las Vegas,Nevada,36.1378,-115.3261,Z4,Lopez
8000,8000,Alarm,4/15/2021 22:59,33081 Drewry Avenue,Las Vegas,Nevada,35.9279,-114.9721,Z6,Baker
8001,8001,Welfare Check,10/3/2019 18:06,70038 Debs Place,Las Vegas,Nevada,35.9977,-115.2861,Z8,Thompson
8002,8002,Property Crime,3/31/2024 21:13,1 Nelson Alley,Las Vegas,Nevada,36.086,-115.1471,Z7,Campbell
8003,8003,Property Crime,2/12/2022 18:37,63 Stoughton Lane,Sparks,Nevada,39.6269,-119.7081,Z6,James
8004,8004,Alarm,11/23/2020 15:58,8413 Mesta Plaza,Las Vegas,Nevada,35.9977,-115.2861,Z4,Lopez
8005,8005,Property Crime,7/1/2024 23:55,03 Dapin Road,Las Vegas,Nevada,36.173,-115.0669,Z2,Hernandez
8006,8006,Alarm,4/7/2023 5:03,03 Lotheville Alley,Las Vegas,Nevada,35.9977,-115.2861,Z8,Phillips
8007,8007,Traffic,8/31/2021 2:55,45819 Truax Park,Las Vegas,Nevada,36.1378,-115.3261,Z7,Hall
8008,8008,Alarm,9/15/2021 6:43,7281 Melvin Court,Reno,Nevada,39.5387,-119.8225,Z2,Clark
8009,8009,Welfare Check,12/9/2019 5:18,3 Rutledge Hill,Las Vegas,Nevada,36.1693,-115.2828,Z4,Price
8010,8010,Alarm,8/29/2020 20:43,9543 Continental Road,Las Vegas,Nevada,36.086,-115.1471,Z5,Nelson
8011,8011,Alarm,1/14/2023 20:41,98674 Northview Drive,Las Vegas,Nevada,36.086,-115.1471,Z7,Howard
8012,8012,Welfare Check,3/9/2023 12:39,9 8th Circle,Las Vegas,Nevada,36.2158,-115.0671,Z2,Wilson
8013,8013,Alarm,6/25/2023 5:02,41 Grasskamp Way,Las Vegas,Nevada,36.2158,-115.0671,Z4,Young
8014,8014,Alarm,3/31/2020 4:41,614 Emmet Circle,Las Vegas,Nevada,35.9977,-115.2861,Z2,Perez
8015,8015,Alarm,6/19/2022 6:30,54 Knutson Circle,Carson City,Nevada,39.2025,-119.7526,Z2,Watson
8016,8016,Welfare Check,9/7/2020 10:38,62493 Pine View Terrace,Las Vegas,Nevada,36.1693,-115.2828,Z5,Young
8017,8017,Violent Crime,1/20/2020 8:23,5 Sommers Circle,North Las Vegas,Nevada,35.9279,-114.9721,Z6,Wright
8018,8018,Property Crime,10/30/2023 18:03,51442 Dunning Point,Las Vegas,Nevada,36.0914,-115.0885,Z8,Carter
8019,8019,Alarm,8/21/2024 4:33,14892 Graceland Court,Las Vegas,Nevada,35.9279,-114.9721,Z7,Turner
8020,8020,Welfare Check,6/6/2021 6:37,657 Mcguire Hill,Las Vegas,Nevada,36.2471,-115.221,Z6,Cooper
8021,8021,Traffic,8/26/2022 13:29,2561 Mariners Cove Court,Las Vegas,Nevada,36.2471,-115.221,Z3,Young
8022,8022,Traffic,3/9/2023 9:42,35439 Manley Avenue,Las Vegas,Nevada,36.1378,-115.3261,Z3,Edwards
8023,8023,Property Crime,10/11/2022 8:07,7295 Blaine Avenue,Sparks,Nevada,39.6269,-119.7081,Z5,Anderson
8024,8024,Violent Crime,2/22/2023 6:31,9851 Spaight Park,Las Vegas,Nevada,36.086,-115.1471,Z3,Richardson
8025,8025,Alarm,5/3/2021 8:03,161 Rusk Junction,Las Vegas,Nevada,36.086,-115.1471,Z5,Clark
8026,8026,Property Crime,9/2/2023 10:08,3 Carberry Terrace,Reno,Nevada,40.5412,-119.5869,Z2,Hernandez
8027,8027,Property Crime,4/9/2023 14:56,70066 Arapahoe Pass,Las Vegas,Nevada,36.0914,-115.0885,Z4,Cooper
8028,8028,Traffic,8/2/2024 20:25,11208 Amoth Court,Las Vegas,Nevada,36.1378,-115.3261,Z3,Edwards
8029,8029,Violent Crime,8/12/2023 18:23,124 Garrison Park,Las Vegas,Nevada,36.086,-115.1471,Z5,King
8030,8030,Traffic,11/23/2022 17:29,3 Veith Drive,Reno,Nevada,39.5387,-119.8225,Z8,Robinson
8031,8031,Traffic,11/1/2024 10:31,1856 Columbus Center,Las Vegas,Nevada,36.1693,-115.2828,Z8,Robinson
8032,8032,Property Crime,12/1/2023 14:04,19223 Katie Lane,Reno,Nevada,39.7699,-119.6027,Z7,Campbell
8033,8033,Traffic,9/24/2019 9:12,930 Bunting Road,Las Vegas,Nevada,36.0914,-115.0885,Z8,Gonzalez
8034,8034,Property Crime,11/21/2019 19:56,15449 4th Parkway,Reno,Nevada,39.4814,-119.8591,Z7,Jones
8035,8035,Property Crime,1/24/2022 12:20,771 5th Way,Henderson,Nevada,36.0384,-115.0857,Z7,Moore
8036,8036,Property Crime,1/30/2020 3:41,1809 Banding Avenue,Las Vegas,Nevada,36.086,-115.1471,Z7,Brooks
8037,8037,Traffic,10/2/2021 16:30,85 Sunnyside Avenue,Reno,Nevada,39.7699,-119.6027,Z7,Wilson
8038,8038,Property Crime,7/14/2020 13:09,4 Fisk Court,Las Vegas,Nevada,36.3265,-115.3398,Z4,Richardson
8039,8039,Alarm,10/22/2019 5:43,7 Comanche Street,Las Vegas,Nevada,35.9279,-114.9721,Z7,Mitchell
8040,8040,Traffic,12/11/2020 8:44,1499 Mosinee Center,Las Vegas,Nevada,36.173,-115.0669,Z1,Smith
8041,8041,Alarm,8/3/2020 3:17,56 Briar Crest Pass,Las Vegas,Nevada,36.086,-115.1471,Z1,Gray
8042,8042,Property Crime,11/10/2023 22:16,8 7th Trail,North Las Vegas,Nevada,35.9279,-114.9721,Z1,Bailey
8043,8043,Alarm,10/12/2023 7:59,527 Spohn Pass,Las Vegas,Nevada,36.086,-115.1471,Z7,Torres
8044,8044,Violent Crime,9/30/2023 14:10,99898 Lakewood Point,Las Vegas,Nevada,35.9279,-114.9721,Z5,Ramirez
8045,8045,Traffic,10/12/2024 8:38,8 Welch Alley,Reno,Nevada,39.4814,-119.8591,Z6,Davis
8046,8046,Property Crime,3/16/2024 19:32,37 Saint Paul Parkway,Las Vegas,Nevada,36.173,-115.0669,Z1,Brooks
8047,8047,Violent Crime,5/27/2020 12:38,042 Hoffman Center,Reno,Nevada,39.4814,-119.8591,Z3,Brooks
8048,8048,Traffic,3/8/2023 13:38,1 Veith Park,Las Vegas,Nevada,35.9279,-114.9721,Z6,Kelly
8049,8049,Property Crime,10/23/2022 14:49,7 Lien Lane,Sparks,Nevada,39.6269,-119.7081,Z8,Price
8050,8050,Property Crime,1/4/2024 18:45,780 Hanover Crossing,Henderson,Nevada,36.0384,-115.0857,Z1,Lee
8051,8051,Alarm,1/19/2021 17:40,1 Menomonie Road,Las Vegas,Nevada,36.1378,-115.3261,Z7,Morgan
8052,8052,Alarm,10/26/2021 2:00,53 1st Avenue,Las Vegas,Nevada,36.0914,-115.0885,Z6,Wilson
8053,8053,Violent Crime,10/7/2019 10:27,8 Monument Park,Las Vegas,Nevada,35.9279,-114.9721,Z7,Lopez
8054,8054,Alarm,7/19/2021 0:07,9 Calypso Alley,Las Vegas,Nevada,36.1378,-115.3261,Z8,Gray
8055,8055,Alarm,7/25/2024 1:21,7456 Miller Hill,Las Vegas,Nevada,36.086,-115.1471,Z3,Roberts
8056,8056,Violent Crime,12/22/2019 17:47,5 Petterle Avenue,Reno,Nevada,39.7699,-119.6027,Z5,Howard
8057,8057,Violent Crime,8/7/2024 5:33,1926 Truax Plaza,Las Vegas,Nevada,36.1693,-115.2828,Z4,Rogers
8058,8058,Traffic,2/25/2024 19:58,54557 Johnson Point,Las Vegas,Nevada,35.9977,-115.2861,Z8,Thomas
8059,8059,Alarm,2/12/2022 0:26,9 Onsgard Drive,Henderson,Nevada,36.0119,-115.0433,Z2,Thomas
8060,8060,Alarm,7/15/2023 2:27,7084 Northwestern Drive,Carson City,Nevada,39.1678,-119.7764,Z7,Baker
8061,8061,Welfare Check,5/27/2024 14:55,5 Johnson Terrace,Las Vegas,Nevada,36.086,-115.1471,Z1,Morris
8062,8062,Alarm,3/5/2022 15:24,53689 5th Court,Las Vegas,Nevada,35.9279,-114.9721,Z7,Mitchell
8063,8063,Alarm,10/31/2019 18:25,49510 Dovetail Drive,Las Vegas,Nevada,36.086,-115.1471,Z2,Sanchez
8064,8064,Traffic,11/14/2020 21:52,67 Washington Street,Carson City,Nevada,39.2025,-119.7526,Z4,Walker
8065,8065,Traffic,8/8/2020 17:28,51040 Drewry Pass,Las Vegas,Nevada,36.1693,-115.2828,Z4,Garcia
8066,8066,Alarm,3/2/2020 10:12,9 Meadow Vale Lane,Carson City,Nevada,39.2025,-119.7526,Z1,White
8067,8067,Alarm,8/11/2024 1:26,01842 Luster Plaza,Las Vegas,Nevada,35.9279,-114.9721,Z7,Reed
8068,8068,Welfare Check,6/21/2023 14:33,12198 Melody Street,Henderson,Nevada,36.0384,-115.0857,Z1,Morris
8069,8069,Traffic,10/2/2024 18:01,53272 Tony Court,North Las Vegas,Nevada,35.9279,-114.9721,Z6,Johnson
8070,8070,Violent Crime,2/25/2022 17:41,132 Havey Circle,Las Vegas,Nevada,35.9279,-114.9721,Z5,Brooks
8071,8071,Alarm,2/6/2023 9:45,4 Garrison Hill,Las Vegas,Nevada,36.086,-115.1471,Z6,Ward
8072,8072,Welfare Check,2/22/2024 4:10,404 Drewry Crossing,Las Vegas,Nevada,35.9279,-114.9721,Z1,Rogers
8073,8073,Traffic,12/28/2022 18:59,081 Lindbergh Junction,Las Vegas,Nevada,35.9977,-115.2861,Z5,Gonzalez
8074,8074,Alarm,10/19/2019 4:12,87846 Bobwhite Way,Carson City,Nevada,39.1678,-119.7764,Z6,Wilson
8075,8075,Welfare Check,5/14/2020 12:56,9 Westridge Park,Carson City,Nevada,39.2025,-119.7526,Z7,Bailey
8076,8076,Alarm,5/7/2022 6:18,1426 Elmside Lane,Carson City,Nevada,39.1678,-119.7764,Z3,Anderson
8077,8077,Traffic,6/13/2022 3:24,66 Lunder Way,Henderson,Nevada,36.0119,-115.0433,Z6,Morris
8078,8078,Alarm,10/28/2022 8:57,47 Arrowood Way,Carson City,Nevada,39.1678,-119.7764,Z6,Torres
8079,8079,Welfare Check,3/18/2021 6:22,1725 Hooker Plaza,Reno,Nevada,39.4814,-119.8591,Z1,Sanders
8080,8080,Alarm,5/7/2022 16:05,08 Emmet Court,Sparks,Nevada,39.6269,-119.7081,Z8,Rodriguez
8081,8081,Traffic,12/21/2021 14:42,7 Talisman Parkway,Las Vegas,Nevada,35.9977,-115.2861,Z7,Collins
8082,8082,Traffic,4/23/2024 17:58,4873 Sachtjen Park,Las Vegas,Nevada,35.9279,-114.9721,Z3,Harris
8083,8083,Alarm,7/18/2021 18:47,344 Crest Line Lane,Las Vegas,Nevada,36.2235,-115.2655,Z2,Stewart
8084,8084,Welfare Check,9/3/2021 1:42,1168 Springview Junction,Reno,Nevada,39.7699,-119.6027,Z8,Moore
8085,8085,Alarm,9/21/2024 15:53,8003 Dunning Place,Las Vegas,Nevada,36.2158,-115.0671,Z4,Morgan
8086,8086,Property Crime,1/26/2023 22:04,41669 Forest Lane,Las Vegas,Nevada,36.086,-115.1471,Z2,Evans
8087,8087,Alarm,4/16/2023 15:51,820 Judy Crossing,Las Vegas,Nevada,35.9279,-114.9721,Z2,Parker
8088,8088,Alarm,11/12/2023 3:57,25 Spohn Court,Reno,Nevada,39.7699,-119.6027,Z5,Gonzalez
8089,8089,Traffic,6/20/2023 16:19,94 Ronald Regan Road,Las Vegas,Nevada,35.9279,-114.9721,Z6,Baker
8090,8090,Property Crime,1/7/2024 17:29,59927 Jenna Alley,Carson City,Nevada,39.2025,-119.7526,Z3,Wright
8091,8091,Welfare Check,10/26/2021 8:44,1319 Birchwood Way,North Las Vegas,Nevada,35.9279,-114.9721,Z5,Carter
8092,8092,Traffic,4/14/2020 11:42,454 Eagle Crest Parkway,Las Vegas,Nevada,36.0914,-115.0885,Z5,Lee
8093,8093,Alarm,9/30/2020 14:20,2602 Kings Junction,Las Vegas,Nevada,36.1693,-115.2828,Z1,Parker
8094,8094,Alarm,3/1/2024 11:25,1 Sachtjen Place,Las Vegas,Nevada,36.0914,-115.0885,Z1,Wilson
8095,8095,Traffic,9/13/2020 10:24,3 Boyd Park,North Las Vegas,Nevada,35.9279,-114.9721,Z3,Taylor
8096,8096,Property Crime,11/29/2022 22:53,76234 Little Fleur Place,Las Vegas,Nevada,36.1378,-115.3261,Z3,Garcia
8097,8097,Alarm,7/2/2022 5:16,93 Acker Pass,Las Vegas,Nevada,36.2158,-115.0671,Z7,Ramirez
8098,8098,Property Crime,2/6/2021 1:32,1432 Hoard Parkway,Las Vegas,Nevada,36.086,-115.1471,Z8,Morgan
8099,8099,Traffic,8/23/2022 10:14,9667 Washington Point,North Las Vegas,Nevada,36.2204,-115.1458,Z4,Williams
8100,8100,Property Crime,5/28/2022 21:52,245 Mendota Street,Las Vegas,Nevada,36.2235,-115.2655,Z1,Wright
8101,8101,Alarm,4/29/2021 19:46,86496 Coolidge Parkway,Reno,Nevada,39.5387,-119.8225,Z6,Gray
8102,8102,Alarm,3/8/2021 22:26,2 Northview Avenue,Reno,Nevada,40.5412,-119.5869,Z6,Roberts
8103,8103,Violent Crime,11/23/2024 8:54,0 Nova Drive,Las Vegas,Nevada,36.086,-115.1471,Z7,Parker
8104,8104,Welfare Check,6/5/2020 14:50,070 Delaware Plaza,North Las Vegas,Nevada,36.2204,-115.1458,Z3,Martin
8105,8105,Property Crime,10/29/2024 16:37,546 Sachtjen Road,Reno,Nevada,39.5224,-119.8353,Z2,Cooper
8106,8106,Traffic,12/7/2023 13:11,87528 Farragut Crossing,Las Vegas,Nevada,36.173,-115.0669,Z5,Phillips
8107,8107,Property Crime,10/31/2024 4:52,7 Del Mar Terrace,Reno,Nevada,39.5224,-119.8353,Z7,Hill
8108,8108,Alarm,4/9/2023 5:10,574 Delladonna Trail,North Las Vegas,Nevada,35.9279,-114.9721,Z8,Harris
8109,8109,Welfare Check,2/21/2022 13:52,73 Drewry Plaza,Reno,Nevada,39.5387,-119.8225,Z2,Cox
8110,8110,Alarm,4/19/2023 0:03,3497 Sunbrook Point,Las Vegas,Nevada,35.9977,-115.2861,Z3,Allen
8111,8111,Welfare Check,12/5/2021 0:06,31 Oak Way,Las Vegas,Nevada,35.9279,-114.9721,Z1,Jones
8112,8112,Traffic,12/27/2019 5:44,06 Warrior Drive,Las Vegas,Nevada,35.9279,-114.9721,Z3,Scott
8113,8113,Alarm,8/10/2022 14:54,814 Derek Hill,Las Vegas,Nevada,35.9279,-114.9721,Z7,Collins
8114,8114,Traffic,3/18/2022 8:07,51149 Cascade Place,Las Vegas,Nevada,35.9977,-115.2861,Z6,Thomas
8115,8115,Alarm,3/12/2024 6:55,0175 Old Gate Street,Las Vegas,Nevada,36.0914,-115.0885,Z5,Cook
8116,8116,Traffic,12/15/2021 20:24,70 Eagle Crest Court,Las Vegas,Nevada,36.2235,-115.2655,Z4,Watson
8117,8117,Traffic,11/26/2020 11:06,0 Maryland Parkway,Carson City,Nevada,39.2025,-119.7526,Z5,Wilson
8118,8118,Alarm,6/13/2021 20:16,74 Northwestern Trail,Las Vegas,Nevada,35.9279,-114.9721,Z3,Martinez
8119,8119,Violent Crime,11/26/2020 16:39,7503 Clove Road,Las Vegas,Nevada,35.9977,-115.2861,Z8,Hernandez
8120,8120,Property Crime,6/4/2020 16:05,18 Stuart Hill,Las Vegas,Nevada,36.2471,-115.221,Z1,Rogers
8121,8121,Alarm,8/26/2021 16:12,86762 Duke Court,North Las Vegas,Nevada,35.9279,-114.9721,Z1,Thomas
8122,8122,Welfare Check,5/3/2020 4:13,7 Lawn Trail,North Las Vegas,Nevada,36.2204,-115.1458,Z8,Richardson
8123,8123,Welfare Check,10/29/2021 13:54,71 Northwestern Circle,Carson City,Nevada,39.2025,-119.7526,Z7,Hall
8124,8124,Traffic,3/13/2021 22:07,59343 Pierstorff Pass,Las Vegas,Nevada,36.086,-115.1471,Z8,Collins
8125,8125,Traffic,10/11/2019 2:28,3 Portage Lane,Las Vegas,Nevada,36.1693,-115.2828,Z1,Peterson
8126,8126,Traffic,10/3/2022 5:05,508 Northridge Drive,Las Vegas,Nevada,36.086,-115.1471,Z2,Robinson
8127,8127,Property Crime,4/9/2020 22:32,67 Milwaukee Junction,Reno,Nevada,39.5224,-119.8353,Z4,Jones
8128,8128,Traffic,9/30/2021 12:21,99733 Garrison Lane,North Las Vegas,Nevada,35.9279,-114.9721,Z6,Richardson
8129,8129,Traffic,1/17/2020 1:19,12174 Stone Corner Trail,Las Vegas,Nevada,36.173,-115.0669,Z6,Reed
8130,8130,Traffic,5/27/2021 14:43,6061 Harbort Parkway,Las Vegas,Nevada,36.086,-115.1471,Z4,Roberts
8131,8131,Property Crime,11/10/2020 11:15,0 Comanche Point,Las Vegas,Nevada,36.0914,-115.0885,Z8,Hill
8132,8132,Property Crime,9/11/2023 11:45,53 Cody Lane,Las Vegas,Nevada,36.2235,-115.2655,Z4,Stewart
8133,8133,Traffic,9/9/2021 21:32,3 Summit Court,Reno,Nevada,39.5387,-119.8225,Z7,Jackson
8134,8134,Alarm,4/15/2021 16:38,017 Stuart Junction,Las Vegas,Nevada,36.3265,-115.3398,Z1,Cox
8135,8135,Traffic,3/12/2021 16:35,149 East Trail,Reno,Nevada,39.5387,-119.8225,Z6,Edwards
8136,8136,Welfare Check,7/19/2020 6:41,2 Orin Place,Reno,Nevada,40.5412,-119.5869,Z5,James
8137,8137,Alarm,2/3/2023 10:40,80 Superior Avenue,Las Vegas,Nevada,35.9977,-115.2861,Z8,Cox
8138,8138,Alarm,9/19/2022 4:50,2 Towne Pass,Las Vegas,Nevada,36.0914,-115.0885,Z1,Hernandez
8139,8139,Traffic,2/6/2020 5:36,2320 Debra Alley,Las Vegas,Nevada,36.086,-115.1471,Z2,Sanders
8140,8140,Violent Crime,11/7/2022 13:07,580 Granby Pass,Las Vegas,Nevada,35.9279,-114.9721,Z8,Carter
8141,8141,Property Crime,11/9/2024 3:44,6 Vermont Circle,Las Vegas,Nevada,36.1378,-115.3261,Z7,Wilson
8142,8142,Traffic,4/24/2024 1:14,19597 Eagan Park,Las Vegas,Nevada,36.0914,-115.0885,Z2,Howard
8143,8143,Violent Crime,7/18/2023 15:56,16011 Northland Drive,Las Vegas,Nevada,36.1378,-115.3261,Z8,Martinez
8144,8144,Property Crime,6/28/2023 14:40,78567 Prairie Rose Place,Las Vegas,Nevada,35.9279,-114.9721,Z1,King
8145,8145,Alarm,12/7/2021 2:47,95 Fair Oaks Hill,North Las Vegas,Nevada,35.9279,-114.9721,Z5,Rodriguez
8146,8146,Traffic,9/13/2023 5:45,0 Pine View Road,Las Vegas,Nevada,35.9279,-114.9721,Z6,White
8147,8147,Alarm,11/16/2024 16:09,50 Derek Place,Reno,Nevada,39.5224,-119.8353,Z8,Young
8148,8148,Alarm,2/12/2022 18:53,38 Debra Circle,North Las Vegas,Nevada,35.9279,-114.9721,Z7,Miller
8149,8149,Property Crime,8/15/2022 21:14,0528 Elmside Trail,Las Vegas,Nevada,36.1693,-115.2828,Z5,Rodriguez
8150,8150,Alarm,3/20/2021 0:12,00050 Lakewood Gardens Crossing,Henderson,Nevada,36.0119,-115.0433,Z4,Scott
8151,8151,Violent Crime,3/10/2021 5:17,63562 Transport Point,Sparks,Nevada,39.6269,-119.7081,Z8,Nelson
8152,8152,Property Crime,12/22/2021 19:25,700 Washington Hill,Las Vegas,Nevada,35.9279,-114.9721,Z5,Watson
8153,8153,Welfare Check,7/16/2022 10:02,97 Dexter Terrace,Reno,Nevada,39.5224,-119.8353,Z2,Sanchez
8154,8154,Traffic,1/8/2022 7:55,12 Lillian Street,Las Vegas,Nevada,36.1693,-115.2828,Z2,Phillips
8155,8155,Property Crime,10/17/2022 19:56,8 Longview Parkway,Carson City,Nevada,39.1678,-119.7764,Z4,Edwards
8156,8156,Traffic,11/19/2019 6:54,7 Beilfuss Lane,Las Vegas,Nevada,36.086,-115.1471,Z4,Taylor
8157,8157,Welfare Check,5/27/2020 9:54,06276 Truax Place,Las Vegas,Nevada,36.2471,-115.221,Z1,Bennett
8158,8158,Alarm,12/7/2019 19:19,399 Amoth Circle,Reno,Nevada,39.4814,-119.8591,Z4,Evans
8159,8159,Alarm,11/4/2021 0:48,219 Paget Terrace,Las Vegas,Nevada,35.9279,-114.9721,Z3,Baker
8160,8160,Traffic,7/7/2023 0:22,6562 Huxley Trail,Las Vegas,Nevada,35.9279,-114.9721,Z4,Collins
8161,8161,Welfare Check,11/16/2024 13:35,9 Maryland Terrace,Las Vegas,Nevada,36.2235,-115.2655,Z8,Lopez
8162,8162,Property Crime,1/27/2021 17:38,3403 Hagan Court,Henderson,Nevada,36.0119,-115.0433,Z8,Taylor
8163,8163,Alarm,6/23/2020 17:16,6 Vidon Point,Las Vegas,Nevada,35.9279,-114.9721,Z4,Cooper
8164,8164,Property Crime,3/12/2022 7:16,16 Maple Wood Trail,Reno,Nevada,40.5412,-119.5869,Z7,Sanchez
8165,8165,Property Crime,4/22/2022 22:57,305 Stoughton Road,Las Vegas,Nevada,36.3265,-115.3398,Z1,Hill
8166,8166,Property Crime,7/7/2022 12:10,5615 Pawling Avenue,Las Vegas,Nevada,36.086,-115.1471,Z7,Sanchez
8167,8167,Welfare Check,3/15/2022 15:01,7173 Annamark Drive,Henderson,Nevada,36.0384,-115.0857,Z1,Allen
8168,8168,Traffic,10/5/2021 8:43,7989 Ronald Regan Street,Las Vegas,Nevada,35.9279,-114.9721,Z2,Brown
8169,8169,Traffic,3/18/2021 9:57,83855 Sullivan Parkway,Reno,Nevada,39.5224,-119.8353,Z7,Cooper
8170,8170,Violent Crime,5/12/2020 13:57,49714 Valley Edge Alley,Las Vegas,Nevada,36.1378,-115.3261,Z4,Gray
8171,8171,Property Crime,8/1/2021 7:19,08 Doe Crossing Pass,North Las Vegas,Nevada,36.2204,-115.1458,Z6,Gray
8172,8172,Violent Crime,8/23/2024 4:09,70 Rieder Terrace,Las Vegas,Nevada,35.9977,-115.2861,Z5,Gonzalez
8173,8173,Alarm,8/24/2021 1:08,3 Prentice Court,Las Vegas,Nevada,36.2235,-115.2655,Z1,Bailey
8174,8174,Property Crime,2/19/2023 4:25,88 Ridgeview Lane,Henderson,Nevada,36.0384,-115.0857,Z5,Anderson
8175,8175,Alarm,9/21/2020 2:58,5 Raven Way,Reno,Nevada,39.5224,-119.8353,Z6,Rivera
8176,8176,Property Crime,3/12/2024 8:08,91 East Parkway,Las Vegas,Nevada,36.0914,-115.0885,Z2,Wright
8177,8177,Alarm,1/18/2023 5:19,68 Prentice Way,Las Vegas,Nevada,36.1693,-115.2828,Z7,Gonzalez
8178,8178,Traffic,7/15/2023 7:13,56442 Gateway Road,Las Vegas,Nevada,36.2471,-115.221,Z1,Rogers
8179,8179,Alarm,3/25/2020 7:52,775 Sauthoff Drive,Las Vegas,Nevada,36.173,-115.0669,Z5,Parker
8180,8180,Traffic,7/10/2022 13:28,43 Norway Maple Plaza,Las Vegas,Nevada,36.086,-115.1471,Z7,Turner
8181,8181,Property Crime,1/6/2024 16:53,67833 Aberg Drive,Las Vegas,Nevada,35.9279,-114.9721,Z1,Torres
